ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=329331c6a5604df8,"프론트엔드, 서버관리, 백엔드 정규직",브릴리언츠 성남 수정구,,"온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, ASP, JSP, JAVA, PHP 응용프로그래머응용프로그래머, Application 산업별(업종) 반도체.디스플레이.광학 반도체"
https://kr.indeed.com/viewjob?jk=1ce9e5cc471f8aaf,(시간선택제) 모바일 앱 개발자,루프리 코리아 광주 동구,"월급 1,348,630원",당업무 자격요건 인원 [담당업무] [모바일] - Native Application 개발 - Android : Java - iOS : Swift [근무부서 및 직급/직책] 근무부서: 개발부 직급/직책: 사원 [자격요건] 경력사...
https://kr.indeed.com/viewjob?jk=0de6bcb01e07b148,빌링플랫폼 개발자 (경력),카카오 4.2 성남 판교역,,Back-End (대사 및 정산) 시스템 개선 시스템 전반의 표준화 작업 지원자격 개발 경력 만 5년 미만 Java 기반 웹 서비스 개발 경험자 Linux 및 MySQL/PostgreSQL DB 기반 개발 경험자 긍정적...
https://kr.indeed.com/viewjob?jk=bd47be8c217b1a6e,PDC SW Engineer (R&D Extension),Applied Materials Inc. 경기도 화성,,"Experience as S/W developing engineer with C, C++, C#, Java, MATLAB, SQL data base, Python, Excel Macro Qualifications..."
https://kr.indeed.com/viewjob?jk=ab8a88e652ab8896,Global Fintech 데이터 플랫폼 개발,LINE Plus corporation 성남 판교역,,"MapReduce,HBase, Spark,Hive 등)와 경험 - 대용량 트래픽/데이터 처리 경험 - Java 언어, Java Framework 기반 개발 능숙 자 - 멤버간 수평 구조를 중시하고, 유연한 사고를 가진..."
https://kr.indeed.com/viewjob?jk=471ceb120aaa0ead,2020년 정규 소프트웨어 개발자 모집 연봉 3000만원 ~ 5000만원,(주)동서정보기술 대한민국,,무내용 1. 수행직무 -. 응용 소프트웨어 개발 -. 시스템 유지보수 2. 필요지식 -. .net C# & JAVA -. database (Oracle & MS-SQL) 접수마감일 채용시까지 고용형태 기간의 정함이 없는 근로...
https://kr.indeed.com/viewjob?jk=b964a03867237f11,백엔드 개발자 경력 (대전),유펜솔루션 대전 유성구,,및 운영 관리 [자격요건] - JAVA 8 이상 개발 가능 - Spring... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Python|인터넷·IT·통신·모바일·게임>응용프로그래머> JAVA
https://kr.indeed.com/viewjob?jk=7c7f6f9c070d78bd,Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축 서울특별시,,등 - Machine Learning 적용 알고리즘 구현 및 운영 - Vision 알고리즘 구현 및 운영 - java 등 다양한 언어로 된 시스템 코드의 개념이해 - 다양한 이해관계자와 Communication Skill...
https://kr.indeed.com/viewjob?jk=8a07fb70bccc7146,전기설계 엔지니어,모던하이테크 서울 서울대입구역,"연봉 30,000,000원","기술지원 고객 지원 및 기술 지원 사업계획 및 마케팅 개발 기획&개발 소프트웨어 개발 Visual C++, Java, 웹프로그래밍, SQL 개발 경력 유겅험자 총무&비서 총무 및 비서 영어회화 가능자 우대 전형 방법 1차..."
https://kr.indeed.com/viewjob?jk=d5afd7c0447d60e5,기업의 힘 - 개발팀 팀원,디지털존 서울 마포구,,"커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JSP, JAVA, HTML 산업별(업종) 솔루션.ASP.소프트웨어 솔루션 SI.SM.ERP.CRM CRM, ERP, SI"
